video_id,canal_id,categoria_id,titulo,tags,duracao_segundos,idioma_padrao,view_count,like_count,data_publicacao
j8sp13YwtsI,UCcAg-rvBbiCE3tCg42aTIEQ,17,Preste Atenção Neste JOGADOR!,Preste Atenção Neste JOGADOR!,62,pt-BR,4397921,304947,2025-04-09T21:01:37Z
KwZZTNKWpNk,UCDbAOOAnrtqyf2I2qJe2XLw,24,"pênalti contra, vale?",,39,pt-PT,2802744,187886,2025-04-08T15:11:51Z
BOmTTKTQceM,UCRijo3ddMTht_IHyNSNXpNQ,17,CRAZIEST IMPOSSIBLE SHOT YET 🤯🏒 @AlwaysHockey,,44,en,153871003,6253416,2025-05-01T19:49:30Z
JNufnl3YLk8,UCw8OV-iJucJiXn4HKbV7rIw,17,O que eu escuto dos adversários #futebol #goleiro,,37,pt-PT,9710238,622198,2025-04-28T18:09:37Z
YmkzUJaxsUM,UCL3ODiql7ArhpNGe7583MRA,17,Players vs Pitch + HIM,,23,ro,17889707,230145,2025-03-18T15:01:00Z
kQ7sFfEYru0,UCUo1XzYYdH7vZRK4-TdcUIQ,22,Imagina se seu carro quebra em lugar MOVIMENTADO COMO A PAULISTA. #motoboy #motovlog,Ajuda|Motoboy|Av paulista|São Paulo|Ajudar o próximo|Motovlog|Motociclista,56,pt-PT,7852828,0,2025-05-03T00:20:21Z
REVNqndsosQ,UCcO3pf47GO1rxL4tlWEs5Ow,24,quantas dessas coisas PARARIAM uma bala?,,43,pt,11159725,444829,2025-05-16T15:00:48Z
AMF70_Tytcs,UC2z4w3gH5ngdd8jYNi4uD3g,24,Desafiei o Tricampeão Brasileiro de Cubo Mágico,,49,pt-BR,212213,11955,2025-04-10T18:46:22Z
MRjJ2nxGyHo,UCAcLx67GTdR0-nkS8ZhC3OA,23,Rubik’s Cube Collector Check,,31,en,2575076,67556,2023-08-19T10:11:42Z
e-uIrfHQIWo,UCTpKgmrtCMjbWiL1ITlwUUA,17,O que aconteceu com o zagueiro César Martins?,zagueiro césar martins|Bizarrices do futebol|zagueiro do flamengo defende com a mão,84,pt-BR,1992528,81734,2025-04-10T21:00:43Z
B1cFMNhDuo4,UCcAg-rvBbiCE3tCg42aTIEQ,17,🇧🇷🔥Brasil se vingou da Alemanha🇩🇪,,64,pt-BR,2601574,131223,2025-04-21T21:45:00Z
MJzFR5jbR_s,UCZiYbVptd3PVPf4f6eR6UaQ,17,CONFIRA OS MOMENTOS FINAIS (E CAÓTICOS) DA CONQUISTA DO CORINTHIANS NO PAULISTÃO 2025!,CazéTV|Cazé TV|Casimiro ao vivo|Casimiro|CazéTV ao vivo|Cazé ao vivo|cazetv|casimiro jogos|caze tv ao vivo|jogo ao vivo|assistir futebol|cazetv ao vivo|corinthians|palmeiras|paulistão|final,1196,pt-BR,2773028,28918,2025-03-28T14:30:10Z
mwkGpF13qPw,UCAcLx67GTdR0-nkS8ZhC3OA,23,Rubik’s Cube on Beat,,15,en,11492322,209435,2024-02-15T10:31:05Z
VQRLujxTm3c,UC6VcWc1rAoWdBCM0JxrRQ3A,20,Grand Theft Auto VI Trailer 2,Rockstar Games|Grand Theft Auto VI|GTAVI|GTA 6|GTA Six|Grand Theft Auto Six|Grand Theft Auto|GTA|Jason|Jason Duval|Lucia|Lucia Caminos|Vice City|Leonida,167,en,151822879,6378334,2025-05-06T13:29:04Z
Mn8S-jvmnpE,UCAcLx67GTdR0-nkS8ZhC3OA,23,This is What Cubers Do All Day,,51,en,9985988,472509,2023-08-09T03:37:20Z
u0iIJGjryiA,UCh68_fIevWZG7qYG_nC4rMw,2,Abertura do porta malas em toda linha Volkswagen Polo,,32,pt-BR,49056,598,2023-12-11T23:35:45Z
N7egcJ5HmVg,UC71qc0MiWlQVfPkkIRXzqFA,24,SIMULEI A CRIAÇÃO DA NOSSA LUA #astronomia #universo,,79,pt-BR,1241487,126904,2025-03-22T20:39:54Z
tEnJnO9tDsU,UCpvryVxK1FB8ukHOg2Leq6g,23,"Cenas Fortes: Donnarumma, do PSG, leva pisão na cara e fica com marcas; veja a imagem impressionante",,47,pt-PT,13920108,397585,2024-12-18T23:41:06Z
gvn3Gd0xWDE,UC2z4w3gH5ngdd8jYNi4uD3g,24,DESAFIEI O CAMPEÃO SUL-AMERICANO DE CUBO MÁGICO,,48,pt-BR,5194922,350208,2024-10-04T15:00:50Z
FN8biw9YyVQ,UCJm7iNPKhW7JzAP9PqMc_qQ,20,Como ESSES SONS do Minecraft SÃO FEITOS? #shorts,shorts|minecraft|sons|making of|um filme minecraft|curiosidades,49,pt-PT,5026851,311506,2025-04-19T21:00:13Z
ekFSxB0heWA,UC3lwwu-l4hrrT9JM8k--yAg,22,"A moto não parou, e o pior aconteceu! 😱💥",motociclista|gasolinacara|situaçãobizarra|rolêdehoje|curiosidade|shortsbrasil|vidadomotoqueiro|polêmico|sustos de motos|moto|observações diarias|motovlogbrasil,27,pt-BR,3533147,141877,2025-04-18T12:01:10Z
MgPKYeSwMQU,UCHw2aRSCveHIIxNinU2ZHpQ,27,Palito x 50L de Água,,67,pt-PT,9640599,602761,2025-04-23T15:07:59Z
bUTn3J32V28,UCcO3pf47GO1rxL4tlWEs5Ow,24,países que NÃO ESTÃO em 2025,,39,pt,14871495,641907,2025-04-24T19:00:36Z
MmxQw2TFOg0,UC71qc0MiWlQVfPkkIRXzqFA,24,TODOS OS PLANETAS ENTRE A TERRA E A LUA                                     #universo #astronomia,,62,pt-BR,1365355,119517,2025-04-07T00:20:30Z
IvDbv82rrjg,UCs-6sCz2LJm1PrWQN4ErsPw,17,O HUGO SOUZA REAGIU À NARRAÇÃO DO JORGE IGGOR NA DEFESA DO PÊNALTI  E FICOU MUITO FELIZ! #shorts,esporte interativo|tnt sports|tnt sports brasil|corinthians x palmeiras melhores momentos|corinthians x palmeiras lances|corinthians campeao|hugo souza|veiga penaltis|corinthians gols|corinthians|palmeiras|entrevista hugo souza|hugo neneca,56,pt-PT,492506,39996,2025-03-28T05:03:29Z
EIt3nkyN230,UCCyn0urPyjrNvcNXPRQFgAQ,17,BOWLING FOOTBALL CHALLENGE!😨🎳,,20,nl,13060394,475934,2025-03-04T16:35:00Z
fV8RiIaWrDw,UCt0eJtgmIOjHKmVwdqBI7Ug,20,esse tava fácil @pecanhaa @umIntrovertido #minecraft,,59,pt-PT,2845584,204086,2025-04-18T16:46:17Z
DCat6NHjvXU,UCcGadbLjMdrc8ADm-105WAA,22,"Aquela trend de levar um ingrediente para formar um prato, e dessa vez quase deu certo",,62,pt-PT,5511021,346186,2025-04-13T22:07:13Z
jb_UJRMJt-w,UCrhi898MWetcNRmuFfhd_xQ,17,Em busca dos 60.000 gols #futebol,,93,pt-PT,386708,36830,2025-04-05T17:00:25Z
mrJ-RBvFTm8,UCIw7yPaoRXww8SqpKHnuBdw,20,NÃO DEIXE esse comandante Alemão te reconhecer no Wolfenstein 2!,,131,pt-PT,3921269,500623,2025-03-21T21:06:59Z
O888bD_Eu1w,UCZi4KO44rQlGuAi4RxGkWgw,20,PLS DON'T CHECK THE SOUND!!💀💀,#minecraft,50,en,4911684,119146,2025-04-11T02:51:35Z
JkiAvKVBVEw,UCn0uDrJXlLmsoABxwYQoJMA,24,Já passou por isso? ​⁠@marcotuliodavi  #shorts,,52,pt-PT,6922067,643848,2024-12-06T22:55:07Z
_0rBH4HFkT0,UCV7MQhMWZivRDFcZSSNwcbQ,20,Test Your Might - Mortal Kombat1,Mk|gaming,40,en,6807509,212157,2025-03-25T01:13:21Z
gKk_h-4axLg,UCcO3pf47GO1rxL4tlWEs5Ow,24,como ASTRONAUTAS fazem as coisas?,,42,pt,14046488,575367,2025-04-12T19:00:36Z
4aixbM8XnCY,UCIw7yPaoRXww8SqpKHnuBdw,20,Subindo o Monte Chiliad do GTA 5 na VIDA REAL!,,54,pt-PT,7907606,536487,2025-04-10T22:29:46Z
zo452LtVg_8,UCn0uDrJXlLmsoABxwYQoJMA,24,Conseguiria cozinhar com ele? 😂 @marcotuliodavi  #shorts,,45,pt-PT,2458812,245611,2025-02-27T22:54:17Z
